"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YDL058W",146.823270571441,0.232826507434464,0.169431764007422,0.12661490771423,0.277130157558788
"YJL161W",25.5644726359899,0.310496482622402,0.265181034265006,0.126540682102367,0.277130157558788
"YLR310C",196.260691283341,0.23958036835176,0.17646145463019,0.126609053364641,0.277130157558788
"YLR053C",5.5237503389192,-0.341051098757251,0.403682581518894,0.127086969257538,0.278059246851761
"YDR393W",60.0906711435164,0.305045327417998,0.255681702561892,0.127404138230557,0.278648871189885
"YEL031W",564.93039310068,-0.212132452681481,0.152349112457635,0.127573854021235,0.27891567635619
"YGR289C",94.5986810333465,0.270059659027085,0.210885977318422,0.127763926874355,0.279018082456551
"YJR032W",39.9699647868748,-0.24311890781681,0.180749985945071,0.127726467666878,0.279018082456551
"YOR234C",410.953460123885,-0.3156145886875,0.277500626708592,0.127713794096824,0.279018082456551
"YER068W",172.197863268073,0.325717642442962,0.295891557369894,0.128369667959173,0.280028904706961
"YJL198W",240.831379719152,-0.229601304317403,0.168642635659075,0.128299701143064,0.280028904706961
"YLR068W",23.5567238840283,-0.346012735258486,0.362091694943604,0.128370539991435,0.280028904706961
"YGL223C",56.1144590247443,0.227448890309305,0.166248692516647,0.128690820149384,0.280622818266045
"YLR255C",3.35721793302053,0.340254054517722,0.44333227891078,0.128764786679739,0.280679378350016
"YHR106W",92.5454770593999,0.1917327466854,0.135482869252636,0.128817229259353,0.280688996193757
"YDL131W",178.641016468234,0.183136717977887,0.128471804466793,0.128896279840209,0.280756563319487
"YKL179C",141.316440046352,0.182545726558697,0.127609048214324,0.129012185456778,0.280803581151496
"YLL038C",27.3356493242874,-0.274637949536048,0.216122332490754,0.129013965672787,0.280803581151496
"YHR039C",260.763896369041,-0.151178370621049,0.103963692294727,0.129168898053238,0.280931537113184
"YJL027C",2.20776095979637,0.292308775855506,0.460530659972129,0.129147332633088,0.280931537113184
"YER113C",75.6532254652887,-0.212196465330851,0.153354721170193,0.129220218804957,0.28093860070542
"YGL203C",211.373000057385,0.259763196686807,0.199324472277689,0.129454034377273,0.281342274786456
"YGR111W",56.8916673947768,0.230477520092785,0.169728585201272,0.129555951958758,0.281459101578804
"YGL103W",79.9739387855102,-0.328726638824995,0.311702544438461,0.129763696255305,0.281805663662579
"YCL057C-A",186.520236305376,0.303389992314269,0.257888959845304,0.13010434842533,0.282440494872818
"YHR134W",49.3698758186275,0.306222274996103,0.260988386055142,0.130444237371845,0.283073198366529
"YDR322W",56.6308627890685,-0.220551287044794,0.161559633077124,0.13065535632215,0.283426095897046
"YDR532C",32.1157915282161,0.286571337942363,0.232648050859992,0.131048802140589,0.284174100077774
"YGR231C",314.202337329936,0.1818995012626,0.128117253730181,0.131278563550794,0.284566737904614
"YHR025W",380.29853664796,-0.216721956218854,0.158486842206933,0.131506375176472,0.284954859670487
"YDR403W",11.1436753269273,0.326195136665335,0.298333595933924,0.131933935411593,0.285669477045332
"YKL211C",195.027582416109,0.246790715135378,0.187729233944993,0.131920093955025,0.285669477045332
"YCR030C",187.891771612552,0.276252106046916,0.219331272044458,0.131992583396308,0.285690613840008
"YBL021C",57.6888712003131,0.279036531559959,0.224858136854185,0.132088338785354,0.285792022162757
"YNR060W",69.3631194865006,0.201269689732685,0.145056616993552,0.132898249210295,0.287437960172082
"YGR257C",124.695875742057,-0.292954765931143,0.246656410023882,0.133000729514777,0.287553186564691
"YKL168C",92.7570034362959,0.23965524655465,0.180744200733347,0.133068763406789,0.287593880676508
"YCL016C",44.5499777931222,0.269791107432489,0.214736807082662,0.133848411119003,0.288884106249552
"YLR247C",111.378615447303,0.216423450948483,0.158830163492185,0.133863477023235,0.288884106249552
"YNL027W",121.636306059915,0.240667142982999,0.182076360915887,0.133732102646957,0.288884106249552
"YOL042W",47.4052063984147,-0.283360285832248,0.233413555860315,0.133842728711836,0.288884106249552
"YIL152W",59.3204876651034,0.256361294804458,0.199441725073491,0.134091764222302,0.289056536375924
"YKR019C",55.1981406333353,0.24279569833046,0.184311889806144,0.134061250578718,0.289056536375924
"YLR132C",36.4385141489707,0.258941994606046,0.201547481903301,0.134081591206747,0.289056536375924
"YJL015C",3.33746142259079,-0.31764436249973,0.432890991415953,0.134601644708705,0.290048676872299
"YER032W",53.6763636513246,0.30752198102061,0.269739630148837,0.134755501999006,0.290273186023661
"YOR264W",82.979503940882,-0.194889776061599,0.140673792054792,0.134976803030531,0.290642754941203
"YDR466W",113.137271627057,0.305830250078404,0.267847902301694,0.135107789197454,0.29071923252238
"YKR105C",6.10504617885981,0.343053196115999,0.379264802875292,0.135111813061394,0.29071923252238
"YOR213C",43.6989684497329,-0.235040106575836,0.177537782037983,0.135313004824844,0.291044976148837
"YDR362C",58.5791939868521,-0.208260343466208,0.152468783386786,0.135390599634639,0.291104732989268
"YIL047C-A",3.86164662783886,-0.315268216373854,0.428377755173014,0.135817288252791,0.291914760040203
"YER186C",62.4370566487315,-0.255115547416052,0.200275603763619,0.135982326857167,0.292054655697643
"YOR124C",208.830973391882,0.184852020853664,0.132493176403494,0.135937511868128,0.292054655697643
"YAL024C",39.8896422320502,0.258108556614589,0.202079422607913,0.136189341180551,0.292237165476653
"YDL017W",38.6010511834997,0.2534793837897,0.197211987014358,0.136267329897995,0.292237165476653
"YER161C",159.12380385741,0.309872352936083,0.277539196795531,0.136149480453845,0.292237165476653
"YNL153C",160.931751371405,-0.169728438956749,0.120446358446543,0.136246601405994,0.292237165476653
"YJR145C",1938.47673085794,-0.3277825557891,0.328934762188029,0.136489960498276,0.292607237399825
"YOL007C",92.0631861142146,-0.242395231997751,0.186475620896272,0.13657347240223,0.292678904553954
"YAL055W",66.5509304472274,0.262620273572516,0.209158157422369,0.136706743519918,0.292758246488638
"YCR014C",35.6486582090421,0.329326372043517,0.325368401009659,0.136729216452915,0.292758246488638
"YDL079C",123.455367535503,-0.282257625075656,0.235216749155217,0.136760782497259,0.292758246488638
"YCR060W",52.5568771824895,0.277182495308402,0.227656375818518,0.137189367796646,0.293568167485757
"YNL307C",197.15713304065,0.218375987934838,0.162386619729771,0.137388495088904,0.293886663726045
"YDR122W",285.895236654449,0.164937383407807,0.11686841940132,0.137759990463788,0.294573503209066
"YDL103C",102.193142030386,0.206523831408227,0.15286123530436,0.138205507462681,0.295069602619144
"YJR094W-A",778.297672084012,-0.27015025970082,0.220401889517703,0.138244451055992,0.295069602619144
"YKL183C-A",3.09515092315587,-0.313295991827218,0.436961126325577,0.138156047347789,0.295069602619144
"YKR047W",10.1521197216647,-0.333958839091584,0.381130139353373,0.138188932627932,0.295069602619144
"YLR221C",110.332210951749,-0.278773288455449,0.230486304688082,0.138133551605944,0.295069602619144
"YBR217W",19.4717182029473,-0.277257587020135,0.228443092142587,0.138446404753908,0.295284959628408
"YKL082C",76.952856822237,-0.315202966227336,0.293119802410256,0.138436947342072,0.295284959628408
"YLR318W",15.8233316966475,0.302886206617058,0.269579226966779,0.139260645969923,0.296913248831896
"YOR096W",1088.78047148326,-0.329999961440395,0.360000053288216,0.139331238896413,0.296955419442246
"YLR119W",27.400544945225,0.262590821737596,0.210808776605214,0.139543479376892,0.297082729864684
"YNR015W",108.129941661755,0.212713584901737,0.158020077020149,0.139444197838751,0.297082729864684
"YNR061C",97.0978086823352,-0.253925267209422,0.201749954844537,0.139513030053372,0.297082729864684
"YBR012W-B",2.51620160542117,-0.28464707762548,0.450385374096108,0.139719088476274,0.297348271323869
"YKR078W",58.5168553636247,0.299257614529089,0.262612546066794,0.139830421218791,0.297476877176052
"YPL029W",42.9103574924829,-0.244194727834868,0.190299483308253,0.140183982955538,0.298120522704572
"YGR055W",199.243408670526,-0.275591900362196,0.229636277078621,0.14054095976459,0.298770959936073
"YHR003C",55.0886319778608,-0.278393882757992,0.234296953380052,0.140620995360194,0.298832398867263
"YBL106C",47.2852021429302,0.264016741355387,0.213124146795472,0.140808826501645,0.299122785196515
"YOR012W",7.00629227015631,-0.328320083350216,0.342090507839708,0.140967578731875,0.299242473704713
"YPR030W",66.5737911728627,0.250988486681245,0.19862463118056,0.14095469026046,0.299242473704713
"YDR109C",47.0702311695238,0.218098497459772,0.164044590983555,0.1412022837371,0.299414421683459
"YKL213C",194.79905341695,0.150564307558937,0.106837666181487,0.141188480663092,0.299414421683459
"YPR044C",8.26884738757694,-0.309595639033994,0.434880470337152,0.141172093804466,0.299414421683459
"YDR372C",235.084683947469,-0.169104029630257,0.121659099797495,0.141389592893028,0.299702858493599
"YPL058C",93.7633208284775,-0.237275701979526,0.184215863491624,0.141856242152591,0.300582987360313
"YLL003W",55.1776776490321,0.207973638629665,0.154982383825187,0.141944204669581,0.300660359582831
"YGR118W",1200.40314107715,-0.282145869922167,0.240871396488724,0.142229322266866,0.301155130191147
"YBR063C",19.8124882855111,-0.296205165251389,0.262126389966167,0.142370899777139,0.301345721947701
"YNL077W",74.2090243875882,0.24390048694231,0.19111839828086,0.142526651292813,0.30156616587806
"YDR155C",1086.21888708563,-0.320820604752115,0.326022810910168,0.142815145901755,0.301739592425833
"YGL240W",8.16434825278249,-0.320261395494185,0.315872235178715,0.142804850883796,0.301739592425833
"YLR368W",53.6143498385617,0.253069962416737,0.201630245316464,0.14274806977491,0.301739592425833
"YOR296W",36.055510446973,-0.240992590471133,0.188815509645954,0.142750513927501,0.301739592425833
"YGR188C",17.6943017782566,0.313054387976007,0.292334453080312,0.142914538682059,0.30184046406142
"YOR354C",85.400428743845,-0.184823499498297,0.135336583556947,0.143207886665047,0.302350754938776
"YBR019C",21.2811416004825,0.280819341589229,0.238334762444273,0.143260717655984,0.302353063915338
"YDR541C",50.0154380908086,0.247661030855177,0.196418534365042,0.14345962068579,0.302463590558601
"YIR001C",58.9910089037671,0.30411624936391,0.276543771722586,0.143366334928798,0.302463590558601
"YNL151C",135.823727513783,-0.232166560811523,0.179640766668148,0.143519864092881,0.302463590558601
"YPL256C",107.249208751859,-0.255994480491362,0.206305697914557,0.143520112357803,0.302463590558601
"YOL038W",539.869205099058,0.203698987442844,0.152042286477617,0.143605156780241,0.302533718898243
"YOL116W",75.3520787781757,0.199656208638936,0.148966639649097,0.143882724142843,0.303009239600279
"YPL197C",7.7549956167526,-0.316112613775833,0.417968359724392,0.144037015576304,0.303224898785274
"YAL027W",36.8776487862642,-0.219751028053076,0.167783038351144,0.144282787012597,0.303632915845019
"YKL114C",85.19112930925,0.183721959497547,0.134595087908174,0.144742561876833,0.304490832112387
"YBL029W",50.498785492467,0.231393418085869,0.180182417050046,0.144914893522585,0.304596976146642
"YBR160W",114.06147654662,0.192268272795378,0.142380924982087,0.144875808563129,0.304596976146642
"YOR187W",378.150237596852,-0.249703230699562,0.200607325362174,0.144949382386005,0.304596976146642
"YGR206W",21.5264880975486,-0.284066489520374,0.248075345301581,0.145035338705344,0.304668051543505
"YHR028C",244.443585389364,0.226171505892813,0.174614301741623,0.145139320494945,0.304776927406562
"YOR180C",27.8557753241564,0.312325844166651,0.296973049742432,0.145253447994739,0.304907022299301
"YHR160C",10.8891202606234,0.30157623368909,0.272556177492445,0.145473495254918,0.3052592841184
"YDR144C",110.297343133632,-0.19796391136318,0.14783200574824,0.145923853884665,0.305655556308954
"YHR188C",229.862023209805,0.192088591201013,0.142730752923537,0.145812314386687,0.305655556308954
"YKR002W",132.04831388614,0.18069095481879,0.132652419899394,0.145896076760953,0.305655556308954
"YOL085W-A",2.36457570072076,0.298821955102146,0.438868977318369,0.145872917913311,0.305655556308954
"YOR280C",46.4005577570244,0.283964865310197,0.246034761738274,0.145805736644821,0.305655556308954
"YLR029C",2194.87262925865,-0.296492732845059,0.264528964450276,0.146056629768629,0.305824057458929
"YGL238W",151.828562205009,-0.295839146790334,0.26887031896807,0.146191480583203,0.305887222530697
"YOR140W",77.0306639905169,0.323463790104984,0.343717863800257,0.146157416587907,0.305887222530697
"YPL193W",53.0368182063003,-0.20978769519523,0.158688942224452,0.146302794031589,0.306010568475521
"YAL044W-A",7.25922094838799,0.320552107274815,0.390859894700567,0.146436425656316,0.30618049071038
"YKL072W",47.1208160454887,-0.227324215376026,0.176748269435773,0.146961387350534,0.30706978879052
"YMR086C-A",7.27867846811332,-0.31829081966769,0.321939055811018,0.146966837653505,0.30706978879052
"YHR211W",45.0268418233639,0.255093530484168,0.207285375252246,0.14732674461325,0.307711756797653
"YER179W",31.6838523832276,0.307599069347845,0.295981489572515,0.147599085708285,0.307960981741114
"YFR011C",43.3586345687104,0.302663545839134,0.282556472426745,0.147709553699579,0.307960981741114
"YJL191W",219.348387380005,-0.248727341408084,0.201590225708897,0.147704443405086,0.307960981741114
"YOR110W",98.6162428267646,0.236769563225117,0.186733296857268,0.14755534810114,0.307960981741114
"YPR131C",52.1856897288693,0.209600714937103,0.159231781574427,0.147637662275387,0.307960981741114
"YJL044C",133.339823982701,0.230560666130749,0.180006626395543,0.14785033887058,0.308144572168214
"YJL041W",170.109004832079,-0.182907051656323,0.135551160550107,0.14792982529406,0.308200320505699
"snR42",7.66409113811371,-0.320762252665834,0.391593621574485,0.148036355966843,0.308312353624459
"YBL034C",37.7784027546269,0.25565419322933,0.208186012622473,0.148287896986958,0.308635974274942
"YGR036C",50.2995904651877,-0.265060297178974,0.221925507814156,0.148297367516091,0.308635974274942
"YKL054C",462.897179087436,-0.283999541399416,0.249492444737683,0.148403578703773,0.308637193574679
"YPL246C",209.332238554368,0.138799242838764,0.0996903555547409,0.148399762792007,0.308637193574679
"YBR215W",70.6344735407035,0.263767649957131,0.218958591182929,0.148481047511233,0.308684682781809
"YGL049C",256.849441965777,0.201552387067459,0.152147431223476,0.148532054754012,0.308684682781809
"YGL164C",103.18128911773,0.217720141171741,0.167921647627037,0.148811708688733,0.309112256466242
"YNL131W",164.989766647971,-0.138952140243916,0.0999996330348074,0.148843581399042,0.309112256466242
"YJL156C",72.6395579949852,0.258857279628906,0.213065407551624,0.149062713049207,0.309403086264758
"YJR127C",290.001488127158,0.188458127909805,0.140532944882974,0.149089509055708,0.309403086264758
"YDL080C",83.7431270052114,-0.176292091469177,0.130457723783108,0.149217451643327,0.309448824486728
"YMR185W",28.9468355496691,-0.30565194739946,0.29329688605402,0.149169855360124,0.309448824486728
"YKR071C",151.030019043883,0.167084330246682,0.122516944840479,0.149303104332855,0.309516616431786
"YBL095W",25.1558339151422,0.288481105496223,0.260371510305355,0.149582012345389,0.309765159513272
"YGR171C",34.5764913739602,-0.224229805401807,0.175119225536686,0.149494760141002,0.309765159513272
"YLR146W-A",22.1649672779611,0.283638967556296,0.250322877924771,0.149569257970757,0.309765159513272
"YMR273C",152.673843745127,0.297994770751619,0.275089651773092,0.149769180075854,0.310042893504531
"YDR006C",167.400434142303,0.262921486541682,0.219715541338128,0.150006350253833,0.310314021551646
"YOR026W",43.5891045343134,0.231338156984384,0.18214081119695,0.149958283204851,0.310314021551646
"YGR057C",25.4306611101688,-0.291344375493423,0.266381251431517,0.150281625900075,0.310760050116377
"YKL112W",70.0668874621209,0.246737701769633,0.200781830692788,0.150364745695088,0.310760050116377
"YMR047C",245.007781652537,-0.152168806723065,0.110668382932805,0.150381489002244,0.310760050116377
"YGR034W",1334.26878005521,-0.293319295868367,0.271035268129376,0.150628188612358,0.311130928637112
"YGR156W",75.620017201837,0.308125948186779,0.30159227574572,0.150667441485802,0.311130928637112
"snR68",2.77315805639734,-0.299004250964209,0.433617084386622,0.150760989901843,0.311214138108926
"YOR087W",110.461043975574,0.2377536120613,0.190646289093549,0.15088252738499,0.311355045917332
"YDR380W",63.7843926740001,0.208266312971801,0.160285560519202,0.151255211043653,0.312013926346313
"YCR006C",8.72225679974106,0.310209881953981,0.31159227590534,0.151455091526429,0.312316003839256
"YGL155W",66.9167570030423,-0.198052303019844,0.150690535973444,0.151714464287273,0.312740504160431
"YGL119W",53.3741717641873,-0.20887692022305,0.161360359410012,0.151810948447685,0.312829048916881
"YGR041W",84.4454774518672,-0.185641715929089,0.139725463797519,0.152346092645698,0.313710558640401
"YHR157W",5.46115983452703,0.319205565327611,0.390698524894897,0.152307617200799,0.313710558640401
"YDL110C",328.611103875782,0.240607758425162,0.195008198419628,0.152610686524701,0.313840097471043
"YDR199W",3.25369973023196,0.268227038292703,0.434090280856914,0.152623811946048,0.313840097471043
"YIL018W",2591.34580816586,-0.313815438769201,0.337083866256941,0.152556782965068,0.313840097471043
"YNL310C",63.0887990810094,0.222183212703875,0.175377433149636,0.152564236169107,0.313840097471043
"YBR214W",442.443442809402,0.239740002121886,0.19374675799248,0.153209548932985,0.314270482261973
"YER017C",199.734656509154,0.167695543286753,0.124216339208592,0.153137893957568,0.314270482261973
"YGL110C",85.4903903574691,0.218764718561919,0.170793053412548,0.153142002301536,0.314270482261973
"YHR123W",94.6983436985008,0.189443159194787,0.14341090223632,0.153134889895023,0.314270482261973
"YJL173C",80.0428886123049,0.259927771723275,0.21996111898416,0.15317855937188,0.314270482261973
"YLR263W",25.7794070701359,0.304087850852066,0.295201131712645,0.153088843745354,0.314270482261973
"YLR403W",88.0267154733412,-0.257032876290921,0.21539791355613,0.153008553013554,0.314270482261973
"YDL046W",374.464402647602,0.196060205696737,0.149510419130322,0.153264551539764,0.314272996209958
"YPR174C",37.8831000862157,0.221698649238837,0.174647813227915,0.153617383848833,0.314886001828334
"YJL187C",75.9708907944777,0.197244308749414,0.150555483326647,0.154014886205581,0.315590110443694
"YJR154W",13.4694886192917,0.294186019120153,0.275765790000162,0.154135978635598,0.315727535627913
"YAL012W",853.538515602603,0.212224716471016,0.16528668912959,0.154240213705918,0.315830346495229
"YLR239C",58.6651437591603,-0.197242578366837,0.151022702315674,0.154541923037998,0.316115855174679
"YOR197W",325.782921598038,-0.221475996950448,0.175808831912687,0.154503795146202,0.316115855174679
"YOR320C",101.177927467551,0.190922042977319,0.145101066788014,0.154518607566662,0.316115855174679
"YNL222W",27.1178204343667,0.258789735850824,0.21826363399871,0.154638670265792,0.316203075239079
"YDR025W",1535.91266051401,-0.308446203681079,0.322744549351352,0.155195516268273,0.316898182065613
"YDR311W",71.2565753602524,0.201563871143013,0.155019383532001,0.15508814815765,0.316898182065613
"YGL095C",114.942895944562,0.211889994310684,0.165280325323857,0.155116049433328,0.316898182065613
"YNL162W",539.136470686079,-0.307633846660828,0.319371473819063,0.155166269763,0.316898182065613
"YAL034C-B",5.03449471088858,-0.304013213437624,0.413676365268584,0.155374398363155,0.317076670374614
"YLR271W",34.2099639329807,0.229279460354968,0.183624653139227,0.155391441470379,0.317076670374614
"YGR275W",99.1719384594092,0.28197272669692,0.254274629787561,0.155483458325092,0.317153693002387
"YNL048W",74.1708500640457,-0.219452620318111,0.173613863423903,0.155558663426815,0.317196381390895
"YMR277W",131.053762083086,-0.192871448803524,0.14771362879309,0.155631868017786,0.317234962223908
"YJR134C",159.478946430598,0.171806364332806,0.128458390754796,0.155949528621652,0.317771633634915
"YKR057W",1273.4530878124,-0.311202990784414,0.370303461567545,0.156025941116592,0.317816521396084
"YDR041W",104.719475170015,0.170765950029127,0.128098272443182,0.156142193907154,0.317831684609115
"YGR166W",79.3691346103258,-0.207181863073646,0.161604507752596,0.156204484893963,0.317831684609115
"YIL057C",11.8546211805794,-0.306381653142653,0.394318669512347,0.156190697722543,0.317831684609115
"YNL167C",148.619337944841,0.20053456005292,0.154709076721261,0.156250929137917,0.317831684609115
"YKR066C",372.396495357599,0.178611620982025,0.134994633708541,0.156373980192621,0.317971308366624
"YJR129C",21.3377215192434,-0.280707381477659,0.25409869810683,0.156542767810233,0.31820380350713
"YDR175C",88.9400607196723,0.230995030760395,0.186353938917933,0.156773313397877,0.318561628476076
"YNL288W",179.498353154098,0.296176247488472,0.284521894526586,0.156856664630324,0.318620211365872
"YBR229C",135.860254475255,0.170274273880302,0.127839529468139,0.15721875016264,0.319244744944568
"YPL155C",75.7128813861032,0.24635578458916,0.204144197841548,0.157568255855525,0.319843309211424
"YMR089C",220.847283918076,0.17961825650789,0.136220038773063,0.157761092819682,0.320012435417639
"YOR278W",35.1698520808964,0.254872010020317,0.214482804612603,0.157717461912876,0.320012435417639
"YJL141C",240.088971984716,-0.175139398598438,0.132609992985534,0.158152589221561,0.320695257255656
"YMR027W",226.983930690898,0.15300417130269,0.113863947937678,0.158308641197496,0.32090034656891
"YER007C-A",149.480169355912,-0.202152871588489,0.15809545481648,0.158525587476085,0.32092503251248
"YJL186W",147.396277564067,-0.150945284414621,0.112252098096561,0.158540480640577,0.32092503251248
"YKL004W",191.212845784889,-0.173108558214143,0.130857203891074,0.158475401923146,0.32092503251248
"YKL212W",301.53150429324,-0.166012239506252,0.124991242570348,0.158429455936588,0.32092503251248
"YOL051W",204.039663372511,0.280762522024951,0.256552669663674,0.158665056358533,0.321065993545453
"YDR130C",34.3800004247006,-0.24598253395133,0.206863257101873,0.158762715361085,0.321152408643191
"YIL102C-A",12.6597831964631,0.28938406660067,0.270840726473155,0.159331352020695,0.322191149207245
"YPR114W",242.890801365732,0.163425178768021,0.122769360979668,0.159551665926412,0.322525055577293
"YNL251C",217.983954522804,-0.286578753935887,0.270124774772966,0.159631622393299,0.322575104172352
"YKL220C",34.6835836032962,-0.281786601895667,0.261801580784386,0.159828178522888,0.322860655128849
"YBL045C",295.261647037537,0.213087023733432,0.169258781600402,0.159932083818907,0.322958914249376
"YLR379W",9.78268631803811,-0.304614425587079,0.313303563195344,0.160019179964348,0.323023173648239
"YIL148W",1495.82014876028,-0.283135877647787,0.265013062870644,0.160174117598361,0.323223043933892
"YOR028C",58.6411453229485,-0.281905102696624,0.261253046532757,0.160228808739987,0.323223043933892
"YLR337C",321.190713618151,0.309841224434849,0.367541749247186,0.160428025934542,0.323513244845225
"YBR131W",21.3813538368138,-0.250601100471085,0.214006062168359,0.160713019148,0.323582989007249
"YGL148W",688.934071918068,-0.244229417903883,0.205618936566425,0.160739462198502,0.323582989007249
"YGR016W",11.0512567702614,0.304550663002816,0.33660994229061,0.160642859344278,0.323582989007249
"YLR240W",69.5378831211655,0.185621564510434,0.143324807451574,0.160687493778175,0.323582989007249
"YMR279C",23.0925923430539,-0.27953834807235,0.258345118186385,0.160603934041967,0.323582989007249
"YMR211W",31.6287313795997,-0.256754872381459,0.221906086379104,0.160796553110907,0.323586451921535
"YDL133W",95.6619935128042,0.197227106804454,0.154097210225414,0.160878823976343,0.323640567062908
"YGL257C",80.4540974235892,-0.175839876660139,0.134384071748587,0.161176501995081,0.323796834834755
"YHL037C",2.86002052043675,0.297995744495397,0.416315079416832,0.161105045795788,0.323796834834755
"YLR430W",210.371122209447,0.194093298717475,0.150702944572002,0.16117813013934,0.323796834834755
"YNL135C",745.696709306092,0.163399138065925,0.123428655819265,0.161041719048574,0.323796834834755
"YDL222C",10.7649876075325,0.299481322568078,0.300980820686114,0.161238369331043,0.323806539646259
"YMR134W",46.9775303024643,0.259463243587915,0.226077829548665,0.161407781079101,0.324035407978793
"YFL011W",3.11763656607889,0.300788758891186,0.408464201952614,0.161745304944639,0.324501516168469
"YHL034C",420.856371377564,0.268120119075843,0.239792246109027,0.161751012422784,0.324501516168469
"YMR141C",19.3833289032014,0.287395820455559,0.269177240874271,0.162018077009073,0.324876822315218
"YOL049W",238.93712629342,0.256161183570484,0.221109336619842,0.162049270542242,0.324876822315218
"YBR218C",440.14466238482,-0.253921486272261,0.220443895372195,0.162314235482538,0.325296430781877
"YCR092C",54.0565933216303,-0.23334933531974,0.192808623039728,0.162486018041462,0.325417508373647
"YPL196W",96.1665387097833,0.17678972026482,0.135862303293095,0.162477145992191,0.325417508373647
"YER035W",103.710681279822,0.252161860834885,0.216153109241938,0.162627753303583,0.325589787703371
"YMR061W",100.983146730499,-0.203884575053007,0.161412160481075,0.162929187929484,0.326081566527365
"YJR074W",87.621790800904,0.25910893167434,0.227149528032315,0.163006319201915,0.326124248345084
"YCR037C",118.132229346251,-0.222699589002918,0.182132023845451,0.163277769513241,0.326332176824686
"YGL253W",3712.02816270788,-0.172777830796539,0.13259402270264,0.163185383372614,0.326332176824686
"YJR033C",92.9332104381318,0.219070884487329,0.176988495474685,0.163239518405371,0.326332176824686
"YDR049W",68.7894405314424,0.217400182048486,0.174769603952642,0.163413176895273,0.326491147273838
"YOR353C",114.736190915885,0.162117340721624,0.123255460064421,0.164001440086994,0.327554482525084
"YFR032C-A",1170.52778076871,-0.27847048454478,0.262931045679027,0.164706493208932,0.328850272057739
"YNL032W",85.1963798486214,0.252156697379959,0.21788504267773,0.164787132232138,0.328898907364964
"YDL108W",47.5697552923722,-0.204318081545756,0.163479639987618,0.165107889318306,0.329426597875104
"YOR154W",45.9097954775905,0.289513793658419,0.281507390419781,0.165431603985875,0.32995982719913
"YDR420W",137.265997385459,0.2849964223889,0.274980581263895,0.165496845522707,0.329977333754589
"YNL157W",202.000534919356,0.133030236418099,0.0995101477799113,0.165809113097535,0.330487195409957
"YER148W",85.569377944669,-0.259892196333342,0.231611816137157,0.166129720947547,0.330930202159218
"YLR313C",20.0595185275507,0.266439249264523,0.238518390499916,0.16614462921546,0.330930202159218
"YGL210W",84.8609049174097,0.200228633785481,0.159475215809385,0.16639286205575,0.331311715793459
"YER185W",6.60429674247544,0.307319198835735,0.346061364263882,0.166583319907088,0.331465073727281
"YNL155W",146.741367620971,0.168714238090812,0.129913293247881,0.166564387704518,0.331465073727281
"YBL041W",462.776881606787,0.20228881832496,0.161660350820809,0.166756673664678,0.331697073143764
"YLL058W",83.5751114095465,0.24284386209048,0.208444184327259,0.167167077407952,0.332400272328026
"YPL084W",147.19588057691,0.170903617417087,0.131866683406794,0.167230134459348,0.33241255298654
"YER064C",251.725407390103,-0.240285125790793,0.20533821871977,0.167815608814436,0.333349564211953
"YLR117C",76.46368455775,0.229544668963943,0.190884863308589,0.167800871809393,0.333349564211953
"snR37",12.9240397585744,-0.299664351598243,0.34860971990446,0.168518655150449,0.33463235497765
"YDR306C",81.039601232868,0.187407801555785,0.147938562005147,0.169123117478833,0.335604583547132
"YPR089W",151.323934883686,0.197556904059188,0.157591614325887,0.169091108623606,0.335604583547132
"YIL112W",151.240571479362,0.159154748374744,0.122156364344033,0.169262908767124,0.335767969733562
"YNL252C",64.4589256949102,-0.226555396126977,0.190156092633315,0.169395891306224,0.335917743058559
"YGL056C",159.223578281899,0.286474888839401,0.283855088359576,0.169495259076141,0.336000778168579
"YFR010W",240.246842053437,0.147679462065258,0.112636507923178,0.16971837826889,0.336328993761747
"YKR012C",2.666305873009,0.281446796150226,0.418222391847594,0.169945424285441,0.336664765940379
"YOL013C",136.365788869974,0.17563650817067,0.13750712073457,0.170086723599149,0.3368305024444
"IRT1",35.718208058715,-0.280959795917691,0.274783556967882,0.170471085922748,0.337037102543809
"YAR031W",11.1593749844115,-0.293036173159115,0.30126703738713,0.170537082857981,0.337037102543809
"YLR415C",3.2866130714999,0.267451917462443,0.41940660928053,0.170517371265229,0.337037102543809
"YML023C",45.176569358376,-0.207469643634251,0.169090334221256,0.170475188694752,0.337037102543809
"YMR312W",46.2735102120604,-0.220015566398464,0.182953408929789,0.170435445719724,0.337037102543809
"YPR133W-A",73.9938483872284,0.30091471302941,0.353155162966982,0.170371313565744,0.337037102543809
"YDL053C",98.0180654476724,-0.165283824344663,0.128535937188579,0.170769876499473,0.337383082577052
"YOL060C",235.482021448343,0.284433405053728,0.283332869474754,0.170918530078919,0.337562652849341
"YMR219W",159.260467296752,0.277436360293999,0.267651899094368,0.171079769840243,0.3377669509954
"YNL240C",80.2421980746004,-0.268546525248916,0.251422633011535,0.171148692145305,0.337788908104411
"YNR055C",169.148115235381,-0.235412584427214,0.202352598191235,0.171387761784452,0.338032426550232
"YOL139C",578.781922724537,-0.161711588560349,0.125476052130067,0.171365801769133,0.338032426550232
"YHR135C",386.66138312334,0.234089992699428,0.203109342251038,0.171688823725328,0.338433599213899
