"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YOL104C",5.04905602710788,-2.07803298996407,0.645967968276439,8.80711789333471e-05,0.000854963404794818
"YPL043W",119.186039298357,-0.959320763613825,0.284217306392085,8.86255983042845e-05,0.000858918733814658
"YIL046W",138.90669424502,0.731417255595854,0.209049336954738,9.12651276704818e-05,0.000883035440573337
"YNL075W",62.2618753150684,-0.81980319854458,0.238133447643489,9.35823882390422e-05,0.000903959465899112
"YCL027W",24.6605989615573,1.09593508654239,0.331174333468012,9.39363837529513e-05,0.000905881562132422
"YKL221W",8.37329994465213,1.52704874912261,0.474464769241342,9.74815852772753e-05,0.0009385212262939
"YKL146W",160.210605427616,0.51852654008702,0.142568128966128,9.77559660852226e-05,0.00093961491085862
"YIL133C",926.092353457718,-0.450436801497844,0.122444682549749,0.000102840675443099,0.000986865200803733
"YLR347C",110.079417897253,-0.476248264805548,0.130286431421031,0.000103081757291405,0.000987557032149135
"YPR013C",116.438932934258,0.68843312142444,0.197087089446678,0.00010690300029181,0.00102248958053247
"YPL221W",304.675331838275,-0.542828782037256,0.151317405928175,0.00010819167869318,0.00103312446124664
"YOL041C",96.8430145327452,-0.763938813555222,0.222895875187707,0.000108875791791345,0.00103796105583788
"YNL300W",114.101294445205,-1.02757805872408,0.313573520590182,0.000109428346060487,0.00104152973025649
"YBR230C",261.136364929843,0.837454576042736,0.248147324013115,0.000110176365278513,0.00104694419298801
"YDL153C",164.893951234891,-0.630080501975818,0.179080622695557,0.000111929930295079,0.00106188070234487
"YDR379C-A",11.0149072908585,1.20284872234194,0.373669934208854,0.000112850278903043,0.00106887687181424
"YNL231C",160.461109479635,-0.677716544851744,0.194900370038216,0.000113330991587372,0.00106996173640808
"YPR120C",39.3867598725812,0.705764856853212,0.204108610443557,0.000113195817794138,0.00106996173640808
"YDL057W",36.9309967259756,0.919068472767761,0.276768208367495,0.000115853867526593,0.00109201613197647
"YDL148C",107.096102979973,-0.897201566544861,0.269510535681059,0.000117164575817771,0.00110259224006288
"YGR223C",124.32346573484,0.404902138438312,0.10994279703701,0.000118033004208272,0.00110897890127515
"YGL004C",69.8809526641934,0.723152189308742,0.210888298070971,0.00011838674036369,0.00111051703159776
"YIL079C",30.0602527922867,-0.956347751137851,0.289872818267781,0.000121679118180026,0.00113957174141678
"YGR082W",132.245246083164,-0.591191060275448,0.168213641729653,0.000122710015059951,0.00114738772481657
"YMR102C",200.591186743145,-0.710372433613579,0.207201260653341,0.000123881820444035,0.00115649418318681
"YPL263C",116.719957279791,-0.649911580557744,0.187375647632704,0.000128702113196149,0.00119957759093827
"YER079W",130.484791007428,0.903671564584331,0.274590968369316,0.00013053572297392,0.00121473051761081
"YCL026C-B",31.6011352694139,1.01553437499143,0.316039552032201,0.000134036454630559,0.00124532438928615
"YNL125C",124.59865720325,0.478627427269173,0.133377358002996,0.000135347603669598,0.00125551015213513
"YBL085W",293.169554294418,0.673543283597071,0.196330418828666,0.000136984485795954,0.00126868040410706
"YOL056W",71.4822335372556,-0.513535922026058,0.14484778815407,0.000137934348036121,0.00127545621823274
"YMR252C",59.3378035130195,0.809624828734598,0.242846494154812,0.000139273974310044,0.00128580901400931
"YOR161C",133.257793588973,-0.762118693337816,0.227425023117856,0.000139703218017258,0.00128773754904236
"YHR062C",59.6502941076192,-0.828248688095117,0.250910271788123,0.000140128271120388,0.00128962144319299
"YLL056C",24.211164709636,0.890989692179782,0.270490830340476,0.000143195142650974,0.00131577423530234
"YBR202W",141.067404648309,0.516310873479789,0.145879599959604,0.000144355954344268,0.00132435823734365
"YPR112C",87.77318440845,-0.998904386347519,0.311578176396285,0.000147990479693994,0.00135557423719703
"YDL119C",36.4235845793576,0.782062384592306,0.236113301827214,0.000150436155358605,0.00137581986215287
"YNL002C",129.703423039832,-0.918963511911156,0.284266925070296,0.000153764576451693,0.00140406278872452
"YCL054W",110.749996431421,-0.961619529951135,0.300255952199739,0.000157595324645349,0.00143679731236727
"YLR420W",166.617330883674,-0.66762141347246,0.197493090746249,0.000160335754168802,0.00145950490243377
"YOL077C",121.725593012711,-0.832866173723201,0.254409260443188,0.000160948069273825,0.00146280018170488
"YJL045W",15.6284191748124,1.13092146082288,0.360420744468565,0.000162207406508225,0.0014719566516057
"YDR381C-A",49.7030383501096,0.780158249886233,0.236840239528593,0.000167083130302978,0.00151385087362884
"YIL055C",65.196411964714,0.814017591687439,0.24878651907457,0.000167454184523771,0.00151486417083114
"YHR006W",182.974180690925,0.706701154674965,0.211275741034431,0.000168946758327921,0.00152130178069086
"YKL029C",155.124718791706,-0.660774988167012,0.195832010838622,0.000168716877129183,0.00152130178069086
"YMR053C",61.836519974794,0.738887494135846,0.222590107421295,0.000168852003457355,0.00152130178069086
"YJR137C",100.662131920585,0.734906705894566,0.221255586628617,0.000169622189067457,0.00152503395832342
"YMR085W",43.7432905974479,0.845141245643889,0.262410699582854,0.000173380628360438,0.00155643070989001
"YNL148C",86.9472007970751,0.739929547439761,0.223931153693367,0.000176148659153065,0.00157885393265416
"YGL256W",96.2402557144474,-0.446015738825577,0.125998020418415,0.000176850048080971,0.00158271314086554
"YKR077W",50.4559086774406,1.02667261574351,0.32826632744562,0.000179636776462228,0.00160519468141478
"YPR081C",68.5978013677115,0.553753176102505,0.160381179706518,0.000181403163007317,0.00161850394597673
"YMR223W",33.6742514876815,-0.763567359496679,0.232227701314798,0.000182341630117154,0.00162439708293392
"YDR076W",31.0970243595565,0.766544689616056,0.232772445145554,0.000185555752242522,0.00165051417976453
"YPL145C",197.815496103365,-0.443545147188131,0.125571610566152,0.000186075206648954,0.00165261931254785
"YKR061W",42.3467328747521,-0.630450641888993,0.186229363792657,0.000187779139682556,0.0016652219913579
"YPL211W",135.370017495815,-0.880157513216183,0.276592688882602,0.000190339116540661,0.00168536635918731
"YPR148C",251.532378450131,0.36331444076803,0.101227396221997,0.000195253420076293,0.00172626473059888
"YBR104W",54.6975554809908,-0.633278654696587,0.189500191067095,0.000203107790398588,0.00179299384756699
"YPR163C",604.462027052935,-0.607408391765638,0.180652309716054,0.000204633569552437,0.00180373843207306
"YDR507C",109.422451629942,0.588338163810436,0.173706633168693,0.000207245372714263,0.00182400897310566
"YPL183C",55.1522395452319,-0.810242363623286,0.252824892631803,0.000210681873244755,0.00185146596577797
"YIL069C",449.983303262623,-0.522568834136164,0.152872911148386,0.000215987751220858,0.00189524387107311
"YGL062W",315.379289579033,0.634788257208299,0.190983277445806,0.000217973484004764,0.00190980066045554
"YMR260C",428.891744878127,-0.582778798279598,0.173260221085398,0.000219080718575622,0.00191662832238913
"YGL131C",44.956568248962,-0.639220068469971,0.192954979666842,0.000220575909097275,0.00192682453328023
"YKL162C-A",4.33576256267425,2.10405486410675,0.697600291194008,0.000228941736580144,0.00199691866951397
"YBR207W",206.818734639589,0.375404690351291,0.106300058437351,0.000230621667037443,0.0020085738035273
"YER036C",633.375724272344,-0.623335157517152,0.18823993036947,0.000231066362546077,0.00200945211714177
"YMR177W",55.7731334960192,-0.621828922140578,0.187642623496304,0.000232627396905186,0.00202002155648426
"YCR024C",50.0210223607949,0.762991566567704,0.237173482697688,0.000234347910343904,0.00202593075155292
"YDL051W",102.995632517132,-0.621162940188264,0.187483463307695,0.000234155715258756,0.00202593075155292
"YGR214W",1591.99642730822,-0.42098486594577,0.120694042895754,0.000233700527639037,0.00202593075155292
"YHR163W",151.460694348564,-0.620611657023542,0.187973665353367,0.000237900658857103,0.00205360627822882
"YPL147W",44.0358670625309,0.667207988812744,0.203740574890248,0.000238332353531379,0.00205429833928817
"YFL040W",18.5826920106406,0.85565652902703,0.2702244090559,0.000242125511559036,0.00208391971951548
"YIL104C",27.3675028201885,-0.800009533765542,0.251491701468034,0.000242815986533708,0.00208678915485734
"YAL036C",80.1832291843239,-0.673362606658079,0.20631400428113,0.000245775355734536,0.00210912067388051
"YKL021C",121.785940944578,-0.487360717903646,0.142437301956942,0.000249774110941419,0.00214029311487046
"YMR133W",20.0328435260004,0.906033765012086,0.288096852976745,0.000250857611093608,0.0021447685880787
"YPL024W",44.0540634062938,0.678972040508782,0.208779507881269,0.00025103040969299,0.0021447685880787
"YIL103W",49.5545314514876,-0.707029044392361,0.218428819268875,0.000253482414569455,0.00216255654123196
"YLR129W",82.7312952711201,-0.843524673042127,0.269382780124615,0.000255486367899585,0.0021764757055469
"YKL110C",80.6684174156916,-0.62936159356287,0.191810826556014,0.000256550149333727,0.00218235672883013
"YGR271C-A",23.5141149606211,-1.26078037919389,0.432363513263145,0.000261536332496541,0.00222153826614794
"YGR185C",378.818220217428,-0.359399188635398,0.102478647526811,0.000263202413005476,0.00223244543048476
"YML022W",207.105596441001,-0.766041550570418,0.242647881271229,0.000267117774559836,0.00226237141235896
"YBL004W",175.717008766954,-0.639856592752031,0.196217043142198,0.000269677077752909,0.00228074217422286
"YHR087W",86.423218817102,-0.9032866508906,0.295683632568741,0.00027010920515905,0.00228109565744146
"YDR479C",168.716450549408,0.58565988764718,0.177364006186424,0.000273154746402435,0.0023034867791859
"YLR307W",4.60944917389999,1.88198468426617,0.650367943431393,0.000274521458462506,0.00231167637356612
"YHR196W",47.6557367474216,-1.14639559334336,0.389403494062425,0.000275222761321844,0.00231424721894224
"YBL043W",19.984486389177,0.891866255549711,0.289208086280071,0.000284402803304719,0.0023880028484379
"YGR195W",73.3728806797068,-0.62109408982929,0.190905208088833,0.000291129142781271,0.00244097375956061
"YLR093C",201.580091307373,0.384647931386993,0.111312717814352,0.000292526108339096,0.00244593293764201
"YPR137W",45.313576765444,-0.706116429491973,0.220999365391505,0.000292557687099892,0.00244593293764201
"YOR052C",160.191826967437,-0.38045863903263,0.110003916941028,0.000295918308447391,0.00247049513509508
"YER041W",55.8997606150766,0.652708512192528,0.202000800644258,0.000299151905138434,0.00249392829333668
"YHR169W",35.1275664741153,-1.01678786042717,0.34189889701377,0.000307021349821736,0.00255588713441342
"YDR083W",48.519100567454,-1.04668192148878,0.354305748636643,0.000309856953566456,0.00257482421512151
"YOR315W",25.7387796256261,-0.962686217227654,0.319349602983478,0.000310177318180278,0.00257482421512151
"YPR006C",55.4844203297664,0.666190075404956,0.209002859152943,0.000311175456067858,0.00257944590817101
"YLR083C",197.722452374749,-0.665773936718777,0.208487515763495,0.000311965704178662,0.00258233367594915
"YER024W",63.7287840908456,0.657431946820886,0.205938619090579,0.000324244882315669,0.00268017976273376
"YDL031W",110.243989122769,-0.793680069430662,0.257137517531241,0.00032769501078318,0.00270487237714252
"YLR256W",343.566750415867,-0.520341282017994,0.157864390536289,0.000334122554597971,0.00275403696624901
"YPL212C",114.61703401112,-0.736596813601443,0.236370473843398,0.00033893917863819,0.0027898036055797
"YBR212W",414.201323755424,0.586907180032773,0.181562273836015,0.000346078629085485,0.00284308462383363
"YDR461C-A",44.051438674279,0.788644307430956,0.258696900289383,0.00034638539564845,0.00284308462383363
"snR11",29.7244488157591,0.898681497959548,0.300817618419784,0.000360096473785584,0.00295147797027062
"YBL024W",129.817249305912,-0.540007974895412,0.165714479163773,0.000371232566367045,0.00303849176169329
"YMR265C",119.898818820045,0.689538500272091,0.220503100530028,0.000374230019620952,0.00305874158694384
"YML109W",44.7520960676711,0.556136134216156,0.171452608719631,0.000375196060293491,0.00306235443625023
"YGL163C",90.7193346153488,0.473047701777056,0.142420821218965,0.000379240063703021,0.003091044535956
"YML096W",43.734974623826,-0.66195415970369,0.210667163996173,0.000388075125543454,0.00315865046472973
"YER130C",80.7632465016,-0.571104625569876,0.177933548285546,0.000390476379675001,0.00317377463535564
"YLR105C",79.8967204365491,0.467117141824501,0.141353200753315,0.0003978418265082,0.00322914949182489
"YJL177W",998.121119562648,-0.501580131053702,0.153726618999758,0.000402969167031177,0.00326622997521525
"YCR026C",132.30722349397,0.529034496082863,0.163571618903748,0.000408206188790782,0.00330409552256694
"YOR001W",80.8169510881086,-0.708949640438204,0.230191028354458,0.00041167325250406,0.00332754977542701
"snR82",16.7068815580666,0.931655828026434,0.319789794631591,0.000421726913892729,0.00340410508948771
"YIL123W",591.872494874303,-0.484553140132473,0.148511779363053,0.000427085490564386,0.00344260359566658
"YJL115W",176.137106170717,0.989615959155845,0.345527331151458,0.000432265108386916,0.00347681464332311
"YNL233W",80.3731978138229,0.566818335482211,0.177489568058572,0.000432519549229279,0.00347681464332311
"YDR232W",252.128824479314,-0.533130391499739,0.166031260625623,0.000433215017415418,0.0034776216507908
"YLR372W",369.051502850137,-0.645127904206308,0.207957510977326,0.000443558692409398,0.00355577091692801
"YBR199W",368.382917524322,0.317114522314956,0.0934188588221694,0.000445681176552468,0.00356789150105839
"YDL082W",851.311043416686,-0.432406717804716,0.131223996975932,0.000449424423921088,0.00358769775476263
"YGL096W",26.2179552600513,-0.743383962624155,0.245481316276599,0.000450006300953462,0.00358769775476263
"YMR114C",68.5519884343206,0.52641927017882,0.163775228567813,0.00044907480881912,0.00358769775476263
"YOR298C-A",511.09948732937,-0.441083105943795,0.134237183349731,0.000450610908965737,0.00358769775476263
"YMR144W",39.9204592004007,0.957682406659267,0.333408407803599,0.000460535616682113,0.00366172808692553
"YJL218W",44.614890454119,0.67353001582115,0.220347426434878,0.000462270306208766,0.00366554636293626
"YNL278W",95.66502798505,0.995027222571389,0.349778189807699,0.000461778430079328,0.00366554636293626
"YJL219W",5.90580623807571,1.58548480679524,0.595785929371051,0.000464660063166115,0.0036795032644211
"YLR231C",73.8194765332056,0.592449451642215,0.189359255462449,0.000478017581150239,0.00378015526961028
"YAL025C",116.490906741986,-1.01396173201081,0.360040186226457,0.000479486028445406,0.00378505736962105
"YGL016W",47.8715100506601,-0.603744579360559,0.193413167131475,0.000479932838961191,0.00378505736962105
"YER162C",107.8195548852,0.438734678403988,0.134260796507802,0.000486727326294055,0.00383346966962595
"YMR271C",31.082464025717,0.665917444144976,0.216833973162603,0.00049196623021244,0.00386951635176514
"YDR123C",39.4700909506769,1.04208644076314,0.37073270467642,0.000495808096831816,0.00389449263156604
"YGL208W",96.0177759060149,0.759150137229125,0.255170923156748,0.000497224256497801,0.00390037389929282
"YDL127W",35.3307825172771,0.755417238503659,0.253154157805798,0.000501534326071122,0.0039289096535652
"YDL154W",12.5788390803813,-0.976310672463673,0.346321670206249,0.000512068900711603,0.00400070943283236
"YPR144C",48.8419726789806,-0.69809149558841,0.230539849662456,0.000512047351879044,0.00400070943283236
"YDR297W",322.661422042556,-0.446984512475812,0.138289658196711,0.000534390101495241,0.00416396767085092
"YIL158W",59.625154742988,-0.705505493970344,0.235103090365789,0.000533775756203119,0.00416396767085092
"YDL173W",108.773390713327,0.591093824980294,0.191233406549937,0.000535561756099688,0.00416754048288492
"YGL168W",42.9561515808741,0.947606855202978,0.334963567207898,0.00053985686546355,0.0041933936710576
"YOL061W",203.319059542426,-0.791851182817524,0.271576735148034,0.000540319205049002,0.0041933936710576
"YPR014C",11.1269364620337,0.991682248057662,0.347964697405251,0.000548300876964759,0.00424969539122288
"YDL208W",285.012886092337,-0.726654986951881,0.245236022924622,0.00055262634691874,0.00427754751177896
"YBR184W",5.43252134612286,1.50808679573179,0.561308318168806,0.00055340508626114,0.0042779091588758
"YKL023W",85.5559402962054,0.60144596464495,0.195373801032183,0.000556690894977573,0.00428716858614853
"YML069W",325.288381770342,0.297450018310169,0.088756490447445,0.000556516353301292,0.00428716858614853
"YOR230W",560.340072908337,-0.605683589436572,0.197549903765695,0.000556803722944342,0.00428716858614853
"YHR174W",15608.3556964762,-0.9958156894516,0.360561308238806,0.000560783011518502,0.00431212620962385
"YEL046C",442.798981522812,-0.601290508701868,0.196044085572618,0.000565069956718274,0.00433318264656811
"YML087C",21.5839510658362,0.7174825402334,0.241237162929882,0.000564603080072726,0.00433318264656811
"YPR018W",74.3250336077434,0.6187124350778,0.201711066058844,0.000565745783595391,0.00433318264656811
"YFL022C",366.480701889892,-0.353501899397808,0.107410073464552,0.00058240185230533,0.00445491678648213
"YDR449C",26.2640313309902,-1.06111613591341,0.387833981367593,0.00058724679378465,0.00448610491879411
"YLR448W",400.132241527808,-0.565507657307336,0.183168033151395,0.000590056123506114,0.00450168144356362
"YLR407W",28.8679527336439,0.693977345024963,0.230793898160962,0.000591570232468102,0.00450734868128239
"YIR035C",123.432909504078,-0.709883839719842,0.240932810198353,0.000594535534151986,0.00452404383018777
"YBR017C",165.826399554476,-0.441343192651417,0.137868099398726,0.00061751565679488,0.00469279778713821
"YCL063W",83.817703859273,0.720754813875813,0.24506525464089,0.000630731454717617,0.0047870060017789
"YDR017C",156.390829133533,-0.381378058895143,0.117506483015569,0.000640444798855263,0.00484705072604687
"YNL263C",160.406256671668,0.375040877020571,0.115606577635973,0.000639503854146318,0.00484705072604687
"YPR063C",255.278255190427,0.700108765532142,0.237707273317645,0.000641131110751922,0.00484705072604687
"YFL014W",8.09853786777752,-1.56234678672246,0.626536851848343,0.000643627493124464,0.0048596370411103
"YDR190C",292.534362709975,-0.532401516348856,0.172294984191576,0.000650408270741192,0.00490449797962778
"YDR054C",289.541009491879,0.319591117631046,0.0975078764773848,0.000681069431027006,0.005129084735724
"YML115C",210.78130640452,0.415248629261964,0.130022336754097,0.000688695676464776,0.0051798423851482
"YLR190W",80.8058568267934,-0.592366028765484,0.196364769458962,0.000690188526598886,0.00518439813553199
"YLR359W",510.540033867288,-0.820376195559712,0.291864259187523,0.000692414258947933,0.00519444021731928
"YGL101W",46.5503166579256,-0.534880076747519,0.174109761153973,0.000695966868247872,0.00521439792056483
"YKL164C",688.226056439999,-0.358604226030031,0.110900305274826,0.000703261196791452,0.00525557344507576
"YOL026C",110.439113185411,0.563749728479575,0.185679333455199,0.000703178587612379,0.00525557344507576
"YPR048W",24.9068479613011,-0.683794599090903,0.233160320590045,0.000713197061475778,0.00532301868105293
"snR128",6.95651798689218,-1.17528070695748,0.44806848165651,0.000720534139190844,0.00537092029264195
"YBR011C",1870.89576983527,0.673796760557298,0.229986752357925,0.000722986629786367,0.00538233613308475
"YPR140W",69.9129378476878,0.514336771144045,0.166869893816947,0.000724252626161437,0.00538490120520031
"YLR406C",538.200004022487,-0.544011334651704,0.178636343362657,0.000728288615184433,0.00540802880195404
"YGR286C",133.660657247102,-0.518011329699807,0.16848987552074,0.000729383175466861,0.00540928334699028
"YGL047W",69.0230045415857,0.59135685404506,0.19785712837152,0.0007374022506941,0.00546182351464679
"YHR214C-B",4.0236818922176,-2.05651740073898,0.808113906841601,0.000741222780008232,0.00548317205869381
"YDR085C",111.448388837066,-0.563443040578678,0.186812935003643,0.000757696114781879,0.00559794702248458
"YML101C",70.3040017527662,0.720003840901389,0.251725358453276,0.000763418061640545,0.00562599640886172
"YMR230W",746.520842747717,-0.38860622318323,0.120428778293916,0.000763201851190174,0.00562599640886172
"YNL221C",115.672464191254,-0.548034599031537,0.181139717089102,0.00076641488941185,0.00564096802735875
"YOL108C",58.5458231925573,0.819762796163222,0.293640745498598,0.00076912897677934,0.00565382357270247
"YOL011W",74.4327868406387,-0.476772422774945,0.153848922080221,0.000770254437420376,0.00565498358327221
"YOR356W",181.988790899643,0.423256617985793,0.134405706067222,0.000784087086589625,0.00574931610292318
"YMR242C",912.345560179684,-0.496459864659037,0.161992926567042,0.000797258861100237,0.00583857241136564
"YER067C-A",7.09328038970657,-1.49816595106738,0.606597603864521,0.000799387465497241,0.00584683397792976
"YDR428C",41.153273686498,-0.839797939816417,0.305868610019963,0.000803036777670246,0.00586618366088114
"YFL034C-A",72.7899018316605,-0.639865187583722,0.219404468114292,0.000808822208624959,0.00590106989663453
"YJR002W",141.154685037324,-0.714385241695413,0.2502440008806,0.000818220823297084,0.00596219762013486
"YDR216W",114.992200209084,0.589088718160858,0.198713234470439,0.000821574782069325,0.00597918185107489
"YJL133C-A",54.0101600857262,-1.10227605241807,0.430771790486002,0.00082356251142802,0.00598619318008128
"YOR107W",20.7080150130881,-0.955921481174112,0.355171592534473,0.000824910723709619,0.00598854443398635
"YKL151C",231.505958212142,0.678513334639323,0.235916223241545,0.000827355157001321,0.00599883813587558
"YKL117W",1038.60265031055,0.362571125862126,0.113893467400734,0.000829930958601102,0.00601005764815966
"YLL023C",206.509967792021,0.479549644732709,0.156277696789087,0.000833672358902815,0.00602967978394561
"YDR021W",12.3882757997497,-1.11191511690444,0.42782475109571,0.000841891036848567,0.00608159606840918
"YKR055W",29.4620866379759,0.616610453126187,0.210240051254301,0.000851850156217219,0.00614594112707831
"YDL048C",227.527876070646,-0.700848481780157,0.24677959049615,0.000873981976239193,0.00629784299524272
"YLR260W",75.3272773347898,0.530310445631448,0.176479723059146,0.000879542078479367,0.00633010333329239
"YNL200C",111.668131231747,0.558017423374286,0.188116011862527,0.000886682329524436,0.00637364272292842
"YPL040C",52.9097310632629,-0.521200066503135,0.173530679275053,0.00089782598067159,0.00644581699145549
"YDR429C",528.663941525348,-0.473149019107982,0.15521669132114,0.000904976979244589,0.00648918462172439
"YNR040W",24.6361625510737,-0.671530342046471,0.236030909008399,0.000910342289590561,0.00651965727986181
"YER172C",126.113860196773,-0.432316506308316,0.139815156941375,0.000919752722391602,0.0065789900974988
"YER044C",104.719845209434,-0.744826615756754,0.268676119178954,0.000923668015966164,0.00659891917519103
"YBL113C",29.1411212286046,0.799568069259629,0.293300978136541,0.000934916003359465,0.0066711222510778
"YMR080C",185.901421577832,-0.448176917778487,0.146388365005924,0.000944187284054148,0.00672906157074688
"YCL056C",39.9595219975254,0.88004487973048,0.3292962287848,0.000946635554233384,0.00673829254438477
"YNL163C",112.561294691173,-0.506051703537086,0.168551016028723,0.000948159041863165,0.0067409263268228
"YKR097W",24.4077579986464,0.715833226834989,0.254649027043174,0.000953462844049589,0.006770397157504
"YDR184C",29.3281328008297,-1.23904953379164,0.503627839078641,0.000955286156538046,0.00677511201311692
"YDR100W",81.9485333754949,0.570737145186615,0.195270647990995,0.000969992475959169,0.00687107397515804
"YCR034W",206.614113896749,-0.520871298415339,0.175067996212699,0.000983714805993566,0.00695984179930557
"YGL087C",70.2813744560097,0.620591309422838,0.215757284223018,0.000989232025692107,0.0069904134923152
"YNL220W",307.807589472402,-0.775821630147796,0.285542919847287,0.00100450084619537,0.00708973785648037
"YCR016W",66.6881097899404,-0.621293038722999,0.215899421156593,0.00100646297775237,0.00709501766222541
"YBR007C",85.4057293642873,0.604880720938395,0.208986003001138,0.00101214496302379,0.00712647610109765
"YDR512C",60.5531795163458,0.905478674858369,0.34574988021793,0.00102766937112816,0.00722707557746444
"YOR074C",53.7604671790117,0.536161957519905,0.181861650379062,0.00104056059464865,0.00730893763837348
"YFL041W",160.551912669723,0.410548504673775,0.133880049490688,0.00104890513864935,0.00735210661719094
"YMR012W",387.636662932667,-0.437605508735419,0.143783103095865,0.0010492226075868,0.00735210661719094
"YBR109C",374.989431377664,0.328641823633589,0.104745428040856,0.00106330652507619,0.00744187225454521
"YCL037C",2.9776283735697,-2.01276986455362,0.835855754778673,0.00107339211968503,0.00750347314287002
"YOR091W",92.5845291832195,-0.695334729303416,0.250254041300976,0.00107668959458433,0.00750856084815134
"YPR069C",242.023277646058,-0.733096303189478,0.268115039496764,0.0010761514872062,0.00750856084815134
"YML043C",11.7731816629704,-1.27352620244302,0.526796686254859,0.00107964387724247,0.0075201892951192
"YDR280W",130.390746691661,-0.382166395331227,0.123700939847329,0.00109279676663219,0.00759370309654994
"YMR107W",10.0185335649999,1.20662648655101,0.50120701343988,0.00109159045720626,0.00759370309654994
"YHR069C",55.5703519969423,-0.552316192093439,0.190644111880251,0.00111551826778134,0.00774238569704768
"YKL152C",2472.42472302316,-0.740761700909858,0.273420978337971,0.00113112463889812,0.0078320999878206
"YLR431C",54.0647391959804,0.485826957158585,0.163454400391606,0.00112997036286359,0.0078320999878206
"YJR095W",5.24282104839665,1.36704983316949,0.555271888232256,0.00113949361464221,0.00788071086860247
"YML026C",1188.5337952302,-0.6474955145146,0.23169902528214,0.00114237043546611,0.00789126811449637
"YPL060W",26.7571621648607,0.720505268625587,0.263321281930956,0.00116351250905179,0.00802782420649193
"YMR201C",53.0350924873822,0.479513729867547,0.161324634458462,0.00116627273761938,0.00803737957387695
"YIL096C",20.4085305276467,-1.03476997562532,0.416260611043275,0.00117132991386111,0.00806272322332668
"YER028C",90.4252147010078,-0.504725260253836,0.172013143468375,0.00120248023493762,0.00826740528585349
"YBR287W",308.492420470375,-0.496588793906326,0.169449075493629,0.00121712525792544,0.00835108833858876
"YHL036W",49.4884511159077,-0.714010968482145,0.264040664173963,0.0012175097988497,0.00835108833858876
"YDL199C",36.5680022516941,0.59301926938881,0.208161524424335,0.00122839103950686,0.00840674317569534
"YEL067C",16.790312583143,1.21491045888232,0.509927901955647,0.00122850079945993,0.00840674317569534
"YMR048W",39.6558241790825,0.641747285431784,0.230242890068738,0.00123412270507766,0.00843533694558347
"YBR155W",71.4532208147884,-0.568465389427563,0.198601301058944,0.00123565508908941,0.00843594432317586
"YGR280C",103.784282610896,-0.78480546732693,0.296394734007579,0.00123804746149715,0.00844241466159786
"YMR022W",146.092925980265,0.560594788068047,0.195580671749811,0.00124133244040549,0.00845494962905557
"YPL267W",24.2655754017989,0.730449884297576,0.270376950125478,0.00126387334089652,0.00859845844493514
"YBR059C",347.216779995507,0.597237381402593,0.211975603122564,0.00127159510454958,0.00864093231510203
"YIL051C",651.476000011533,-0.311193014250137,0.100495226489236,0.00128107605623082,0.00869524793567123
"YGR161C",570.04062942679,0.816185253212773,0.311956934935987,0.00129854914163276,0.00879341967983995
"YKR085C",74.4422462504996,-0.463566941750141,0.157568983846949,0.00129738781480175,0.00879341967983995
"YDR480W",66.5174088068244,0.886957405953807,0.348621560605542,0.00130092267782247,0.00879663174475709
"YMR179W",46.3375323306431,0.698620009113599,0.256564121903027,0.00130203395948236,0.00879663174475709
"YAL029C",184.60933088592,-0.370604821246144,0.121907670231841,0.00130832172279692,0.0088289054827081
"YJR116W",134.372107349461,0.590213590666636,0.209879581040385,0.00132777116320773,0.00894982085096419
"YPR182W",105.253682291233,0.650599394737225,0.237326574457845,0.00133079622447425,0.00895987688459391
"YOR298W",18.858727371126,-0.878036551378593,0.342713762390138,0.00133469532787439,0.00897578768250626
"YJR058C",103.124865460046,0.533897016769732,0.186433211269527,0.00133636030144961,0.00897665471456495
"YJR123W",4439.25867398837,-0.330399379051061,0.106130359011557,0.00135656204983636,0.00910189278902831
"YPR007C",6.24972996480972,1.16651745010021,0.48439518164411,0.00137172928292954,0.00919310313009198
"YGL237C",73.1545159587391,0.502580605462331,0.174245599076908,0.00138454510762279,0.00924301420321179
"YIL014C-A",16.4438008695334,1.03204930256801,0.423461508874698,0.00138313093177801,0.00924301420321179
"YLR273C",24.7161832447054,0.76603903532647,0.290685273683058,0.0013833826439087,0.00924301420321179
"YNL074C",204.089414278986,0.486227112807822,0.167307047565063,0.00138550315571758,0.00924301420321179
"YIL064W",71.9935320137033,-0.454551974259909,0.154652468025819,0.00140185254049778,0.00934142103383015
"YAL044C",164.447241295181,-0.806199074444574,0.313915180218637,0.00140601109911514,0.0093546520311066
"YJR124C",59.2190667082283,-0.62484267477517,0.227300182357408,0.00140703955088,0.0093546520311066
"YPR098C",66.3468961558392,0.50391762675633,0.175099532647153,0.00141123725589441,0.00937189832209876
"YOR260W",179.467309515936,-0.441852433097088,0.150014020504324,0.00142655336949016,0.00946285799239556
"YDR309C",149.106266858335,0.855682784636551,0.337743655245329,0.00143004547087063,0.0094752672695782
"YER075C",34.2293163063866,-0.617117841390888,0.222752224477367,0.00144027754153999,0.00953225589214009
"YFL042C",199.143358556011,0.529600123331897,0.186309585069952,0.00145463214940454,0.00961636909628975
"YIR029W",37.3420725611973,0.680798633826974,0.253415245164333,0.00146890799163763,0.00969977209393255
